lon_e,lat_n,conc_items_m3,conc_mg_m3,conc_armonizada_items_m3,fecha_muestreo,rio,malla,metodo,referencia,malla_um,anio,region_aprox
-49.19,-1.71,50.0,0.31,50.48,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.49,-1.29,126.0,0.33,127.2,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.45,-1.46,588.0,0.25,593.62,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.45,-1.48,23.0,0.02,23.22,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.49,-1.48,3095.0,1.79,3124.57,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.51,-1.46,232.0,0.12,234.22,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.49,-1.42,1436.0,1.23,1449.72,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
-48.47,-1.4,167.0,0.13,168.6,2019November December,Amazon River,55µm,Pump,"Rico A, Redondo-Hasselerharm P E, Vighi M, et al. Large-scale monitoring and risk assessment of microplastics in the Amazon River[J]. Water Research, 2023, 232: 119707.",55.0,2019.0,Sudamérica
90.35,23.74,4330.0,,6482.6,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.36,23.73,4670.0,,6991.63,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.36,23.71,5670.0,,8488.77,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.38,23.71,11000.0,,16468.51,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.39,23.71,20330.0,,30436.79,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.39,23.71,28670.0,,42922.92,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.4,23.71,34000.0,,50902.66,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
90.4,23.71,35670.0,,53402.87,2021November December,Buriganga River,300µm,Pump,"Islam M S, Islam Z, Hasan M R. Pervasiveness and characteristics of microplastics in surface water and sediment of the Buriganga River, Bangladesh[J]. Chemosphere, 2022, 307: 135945.",300.0,2021.0,Asia
