Species,disp,scenario,Lat50,Ele50
Oxalis psoraleoides,Autochor,2,4.137,4.43
Saxifraga conifera,Anemochor,10,-0.55,2.5
Myrcia retorta,Zoochor,13,-0.917,3.04
Calyptocarpus vialis,Zoochor,1,2.846,4.124
Ernestia pullei,Autochor,3,6.004,7.092
Gypsophila fastigiata,Autochor,7,-2.359,4.086
Sacoglottis ceratocarpa,Zoochor,16,-14.716,7.435
Funastrum pannosum,Autochor,3,-0.097,4.31
Astragalus solitarius,Nautochor,7,0.426,1.134
Ostericum maximowiczii,Anemochor,12,-0.522,-7.891
Eucalyptus bosistoana,Anemochor,11,0.157,3.337
Juncus brachycephalus,Anemochor,9,0.207,3.632
Xylosma panamensis,Zoochor,9,1.064,3.809
Thyrsacanthus boliviensis,Autochor,8,23.508,7.91
Petalostigma triloculare,Zoochor,13,0.209,3.104
Philodendron panamense,Zoochor,14,-3.366,4.181
Verbena filicaulis,Anemochor,8,1.722,3.313
Sabicea brasiliensis,Zoochor,13,-0.635,3.437
Xylomelum benthamii,Anemochor,12,2.437,3.669
Cirsium anartiolepis,Zoochor,13,2.504,2.86
Myoporum insulare,Zoochor,12,-1.131,5.139
Lobelia spathopetala,Zoochor,14,-0.895,3.879
Sclerolaena intricata,Anemochor,8,17.724,6.416
Corymbia ficifolia,Anemochor,13,-2.219,4.787
Pteronia glauca,Anemochor,6,1.691,3.832
Blechnum dissectum,Anemochor,6,-1.528,2.961
Heliotropium ellipticum,Autochor,3,2.023,2.05
Vriesea poenulata,Anemochor,9,0.508,2.801
Parnassia kotzebuei,Anemochor,10,-1.647,-2.875
Castilleja hyperborea,Anemochor,10,1.683,-6.056
Juncus rigidus,Anemochor,7,5.584,5.484
Calymmodon clavifer,Anemochor,11,-3.016,3.292
Piper pseudopothifolium,Zoochor,3,13.101,3.378
Hoffmannia conzattii,Zoochor,3,-2.365,4.943
Helicteres isora,Autochor,1,2.77,4.183
Chrysophyllum januariense,Zoochor,10,0.375,3.675
Sporobolus neglectus,Anemochor,8,0.399,3.119
Mussaenda shikokiana,Nautochor,3,3.939,2.527
Microsteris gracilis,Zoochor,6,-0.021,1.68
Penstemon seorsus,Anemochor,6,-0.337,1.481
Acacia anasilla,Zoochor,12,1.515,5.489
Heteropterys nervosa,Anemochor,6,1.792,5.586
Corymbia intermedia,Anemochor,6,0.784,3.339
Cymbonotus maidenii,Anemochor,11,3.617,5.707
Viola painteri,Zoochor,4,-2.957,2.757
Blastemanthus gemmiflorus,Autochor,3,-26.577,8.741
Ampelocissus leonensis,Zoochor,14,-2.656,5.043
Melaleuca tamariscina,Anemochor,16,2.498,6.188
Sisymbrium assoanum,Autochor,1,1.405,2.965
Fuchsia putumayensis,Zoochor,12,1.652,3.675
Almutaster pauciflorus,Anemochor,12,-0.17,2.889
Leptorhynchos orientalis,Anemochor,14,2.087,5.411
Mimosa claussenii,Autochor,4,-6.929,6.271
Trollius europaeus,Autochor,14,-0.857,3.229
Cruciata laevipes,Zoochor,11,1.655,1.927
Nonea micrantha,Zoochor,1,1.358,3.054
Salacia erecta,Zoochor,3,9.9,6.429
Acrotriche serrulata,Zoochor,4,0.724,3.305
Erythroxylum martii,Zoochor,10,-1.595,3.483
Eucalyptus chartaboma,Anemochor,6,1.972,5.202
Copaifera trapezifolia,Zoochor,2,2.225,3.723
Comesperma scoparium,Anemochor,2,0.226,5.854
Descurainia sophioides,Anemochor,2,-6.17,-9.269
Strychnos fendleri,Zoochor,10,1.346,4.947
Nemesia calcarata,Anemochor,10,0.83,2.92
Manettia calycosa,Autochor,16,1.115,3.715
Galium sellowianum,Zoochor,8,0.963,3.653
Lessingianthus morii,Anemochor,14,-1.222,3.225
Sticherus milnei,Anemochor,4,-7.468,5.456
Arabis pendulina,Autochor,11,-0.183,0.851
Jamesbrittenia grandiflora,Autochor,5,-0.8,2.922
Zanthoxylum sprucei,Zoochor,8,11.938,7.195
Wissadula glechomifolia,Autochor,12,2.709,4.88
Tauschia decumbens,Autochor,4,-1.016,3.517
Ferdinandusa goudotiana,Anemochor,16,-10.277,6.51
Alternanthera pungens,Autochor,12,12.433,4.518
Eriochloa punctata,Zoochor,5,2.375,4.953
Valiha diffusa,Autochor,12,-6.353,4.09
Stylidium pedunculatum,Autochor,11,-1.738,5.55
Linanthus jonesii,Anemochor,10,-2.36,2.578
Anemia elegans,Anemochor,13,0.254,4.194
Lasiacis standleyi,Anemochor,11,-4.277,3.726
Machaerium chiapense,Anemochor,2,3.787,4.144
Beaufortia cyrtodonta,Anemochor,4,-0.209,5.951
Solanum volubile,Autochor,11,-2.883,4.934
Lannea barteri,Zoochor,10,-3.4,5.343
Attalea tessmannii,Zoochor,14,-0.827,6.187
Hakea drupacea,Anemochor,13,-2.72,5.384
Eragrostis frankii,Autochor,9,0.564,4.543
Tillandsia filifolia,Anemochor,12,-5.092,4.829
Casearia prunifolia,Zoochor,1,-6.035,5.583
Wahlenbergia gracilenta,Anemochor,13,-0.939,5.019
Pedicularis schizocalyx,Autochor,3,0.206,1.74
Marcgravia coriacea,Zoochor,14,1.605,5.051
Stylidium acuminatum,Autochor,7,-4.642,5.648
Chrysitrix junciformis,Autochor,4,3.484,3.864
Eucalyptus stricklandii,Anemochor,13,-1.009,5.114
Sporobolus trichodes,Autochor,12,1.187,3.246
Eremophila linsmithii,Zoochor,9,1.366,4.83
Wahlenbergia celata,Anemochor,5,0.384,3.948
Saxifraga pensylvanica,Anemochor,8,-2.461,2.998
Duranta sprucei,Zoochor,16,-1.077,3.084
Carex cirrhosa,Autochor,2,-2.668,4.86
Miconia serrulata,Zoochor,1,0.752,5.775
Psychotria sylvivaga,Zoochor,6,4.189,3.399
Anemone virginiana,Anemochor,14,0.14,3.898
Ricinocarpos speciosus,Zoochor,5,-0.536,2.903
Archidendropsis streptocarpa,Nautochor,8,-13.364,3.577
Blepharis inaequalis,Anemochor,6,0.01,4.505
Acer pensylvanicum,Anemochor,15,0.594,1.389
Triodia longiceps,Anemochor,1,5.633,5.536
Aneilema beniniense,Autochor,4,4.497,7.709
Searsia natalensis,Zoochor,2,3.983,4.173
Spyridium buxifolium,Zoochor,1,0.019,2.721
Besleria trichostegia,Zoochor,2,-2.879,3.602
Piper macrotrichum,Zoochor,12,-8.677,5.985
Sambucus australis,Zoochor,15,-0.085,3.908
Cussonia paniculata,Zoochor,12,1.441,3.321
Solidago mollis,Anemochor,4,1.913,1.68
Tuctoria greenei,Anemochor,2,-0.048,3.825
Loeseneriella clematoides,Anemochor,1,-0.039,5.36
Mimosa foliolosa,Autochor,14,0.029,3.817
Sida abutifolia,Autochor,15,3.132,4.483
Sagittaria longiloba,Autochor,10,3.174,4.711
Frangula discolor,Zoochor,11,9.406,3.707
Odontonema callistachyum,Autochor,8,-8.222,4.921
Grevillea oxyantha,Autochor,7,-0.006,2.498
Marcgravia polyantha,Zoochor,6,0.969,3.302
Centaurea stoebe,Zoochor,13,0.102,4.859
Melampodium glabrum,Zoochor,8,1.863,3.847
Roldana suffulta,Anemochor,8,-1.251,3.493
Dodonaea aptera,Zoochor,13,-2.26,5.408
Dioclea huberi,Autochor,3,3.931,7.171
Draba lichiangensis,Anemochor,8,2.924,-0.796
Dalechampia dioscoreifolia,Autochor,5,0.227,4.532
Drimia convallarioides,Anemochor,6,0.737,3.122
Roldana cristobalensis,Anemochor,3,45.415,3.602
Ceiba acuminata,Anemochor,13,0.659,2.597
Gaultheria mucronata,Zoochor,10,-1.611,3.816
Marsdenia loniceroides,Anemochor,7,0.88,3.17
Hibbertia commutata,Zoochor,11,-0.576,5.262
Philodendron linnaei,Zoochor,15,0.808,6.495
Lepidosperma gracile,Zoochor,1,-2.201,5.493
Nothofagus antarctica,Anemochor,5,-1.922,3.697
Ocotea paranapiacabensis,Zoochor,15,1.768,3.04
Hydrocotyle tripartita,Autochor,11,-0.901,3.486
Ludwigia linearis,Autochor,13,0.805,5.346
Drosera huegelii,Autochor,6,-4.166,5.535
Bromus anomalus,Zoochor,2,0.472,2.831
Digitaria sabulosa,Autochor,7,-0.973,3.473
Chelone glabra,Anemochor,12,-1.496,1.471
Adenia mannii,Zoochor,8,3.189,6.464
Setaria hassleri,Autochor,7,9.355,6.757
Phyllanthus pervilleanus,Autochor,14,-1.868,3.551
Melicoccus bijugatus,Zoochor,5,0.444,4.193
Boronia inconspicua,Autochor,12,-2.089,4.657
Corydalis sheareri,Zoochor,15,3.473,2.865
Ornithogalum saundersiae,Anemochor,13,0.161,3.517
Gentianella serotina,Anemochor,7,-2.813,4.433
Gasteria brachyphylla,Anemochor,4,-0.502,2.841
Eremophila dichroantha,Zoochor,7,-3.616,5.991
Eurybia integrifolia,Anemochor,16,-0.192,0.154
Eucomis autumnalis,Hemerochor,13,0.688,3.229
Desmanthus velutinus,Anemochor,15,3.671,5.581
Polybotrya polybotryoides,Anemochor,10,-6.173,3.633
Poranthera triandra,Autochor,10,-1.77,5.545
Calyptranthes widgreniana,Zoochor,11,0.591,4.435
Pilosella vahlii,Zoochor,12,-1.408,1.291
Chaunochiton angustifolium,Anemochor,5,-2.506,5.333
Acroceras fluminense,Zoochor,11,3.95,5.893
Dorstenia barteri,Zoochor,1,-0.737,4.589
Phlegmariurus taxifolius,Chamaechor,12,19.583,4.488
Anemone obtusiloba,Anemochor,11,1.588,-0.089
Carduus keniensis,Anemochor,4,-10.215,3.903
Ardisia huallagae,Zoochor,11,-3.803,5.864
Carex lasiolepis,Autochor,9,2.826,2.442
Baloskion tetraphyllum,Autochor,13,-2.121,4.187
Simarouba versicolor,Zoochor,1,2.089,5.23
Clidemia piperifolia,Anemochor,14,-10.241,3.578
Sapium marmieri,Zoochor,15,4.336,6.482
Melaleuca villosisepala,Anemochor,4,0.392,5.833
Senecio subcoriaceus,Anemochor,16,1.28,3.345
Algrizea macrochlamys,Zoochor,7,-2.328,3.556
Tetrapogon bidentatus,Autochor,1,-0.121,5.22
Mikania ulei,Anemochor,13,2.668,3.463
Periploca forrestii,Anemochor,1,6.95,2.676
Trinia multicaulis,Zoochor,6,-2.111,2.548
Croton catatii,Autochor,14,-1.95,3.255
Wedelia regis,Autochor,16,-3.828,4.581
Olearia fimbriata,Autochor,12,-3.103,5.008
Tocoyena arenicola,Zoochor,14,-1.688,4.452
Alchornea cordifolia,Zoochor,12,2.758,6.434
Parodiolyra lateralis,Autochor,10,-0.389,3.177
Chironia linoides,Autochor,7,1.559,3.271
Athyrium epirachis,Anemochor,3,2.551,2.492
Andropogon tracyi,Autochor,4,14.531,8.717
Rumfordia floribunda,Zoochor,11,5.633,3.44
Juncus amabilis,Anemochor,14,-0.762,4.377
Sideritis hirsuta,Autochor,7,0.797,2.543
Triodia burbidgeana,Anemochor,6,2.025,5.601
Henriettea lasiostylis,Zoochor,9,-5.101,5.56
Stenanthemum humile,Zoochor,1,-0.931,5.55
Conostylis prolifera,Autochor,11,1.192,6.008
Clusia trochiformis,Zoochor,14,-0.67,3.262
Callisthene hassleri,Anemochor,12,4.811,5.402
Bourreria superba,Zoochor,9,1.896,2.59
Selaginella yemensis,Chamaechor,12,1.796,3.926
Gomphocarpus physocarpus,Anemochor,14,-0.39,3.5
Dodonaea polyandra,Zoochor,16,-1.653,5.093
Clavija poeppigii,Zoochor,6,5.577,6.562
Gentiana platypetala,Anemochor,5,-1.194,1.914
Erythroxylum kapplerianum,Zoochor,4,0.904,8.842
Begonia hirsuta,Autochor,10,3.415,3.508
Sorocea racemosa,Zoochor,14,0.916,2.893
Pouzolzia sanguinea,Autochor,2,5.472,2.589
Phyllanthus parvulus,Autochor,15,3.222,4.866
Epilobium brunnescens,Anemochor,9,-2.752,5.192
Poa cenisia,Anemochor,16,-1.001,1.541
Salix repens,Anemochor,1,-1.426,4.006
Ombrophytum peruvianum,Zoochor,10,6.968,5.486
Caesia alpina,Zoochor,4,-1.884,2.09
Euterpe edulis,Zoochor,4,2.587,4.53
Gentiana angustifolia,Anemochor,7,0.478,1.281
Calamagrostis scabrescens,Autochor,9,3.477,2.932
Serpocaulon lasiopus,Anemochor,9,-1.024,3.221
Coprosma moorei,Zoochor,6,-1.599,3.127
Harmogia densifolia,Zoochor,9,-0.533,3.455
Cirrhaea dependens,Anemochor,7,2.475,3.29
Ranunculus pallasii,Zoochor,5,-0.308,-2.705
Anemone narcissiflora,Anemochor,12,-3.166,-9.536
Jubelina wilburii,Anemochor,1,3.721,3.27
Dicraspidia donnell-smithii,Zoochor,14,-6.593,2.992
Pterodon emarginatus,Anemochor,7,4.112,5.959
Sida fibulifera,Autochor,14,5.101,5.543
Bastardiastrum cinctum,Anemochor,7,2.972,3.817
Millotia perpusilla,Anemochor,10,-0.266,5.338
Hydrocharis morsus-ranae,Autochor,2,-3.181,4.459
Tontelea laxiflora,Zoochor,13,-2.11,4.89
Hohenbergia castellanosii,Anemochor,7,-4.747,5.117
Rhynchospora microcephala,Autochor,2,6.185,6.338
Juncus flavidus,Anemochor,11,0.971,4.419
Helianthus atrorubens,Anemochor,13,0.954,4.85
Pyracantha coccinea,Zoochor,3,1.491,2.806
Carex austroalpina,Autochor,2,-0.896,1.547
Anthurium durandii,Zoochor,1,-1.428,3.122
Eriogonum thomasii,Anemochor,4,-2.204,4.057
Smilax purpurata,Zoochor,3,9.157,3.999
Heliotropium wigginsii,Autochor,9,0.545,3.034
Modiolastrum lateritium,Anemochor,8,2.981,4.72
Choriceras tricorne,Zoochor,16,-5.204,5.537
Calytrix fraseri,Zoochor,16,0.451,5.705
Ipomoea purga,Autochor,3,5.761,4.736
Coccoloba marginata,Autochor,9,-0.586,5.065
Schefflera spruceana,Zoochor,12,-12.43,6.711
Persoonia hirsuta,Zoochor,12,0.489,3.123
Ceroxylon quindiuense,Zoochor,9,-1.282,3.206
Limnocharis flava,Autochor,14,2.546,4.896
Australopyrum retrofractum,Autochor,12,-1.157,2.804
Erinus alpinus,Hemerochor,6,0.094,2.29
Chionochloa rubra,Anemochor,16,-2.843,4.363
Cordia lasiocalyx,Autochor,8,-9.518,5.019
Senecio isatideus,Anemochor,7,1.921,3.296
Brunia noduliflora,Zoochor,9,-0.643,2.855
Marsdenia liisae,Anemochor,10,-6.272,2.755
Solanum tricuspidatum,Autochor,11,3.037,6.339
Bernardia scabra,Autochor,7,-1.01,3.519
Stigmaphyllon herbaceum,Anemochor,7,1.513,4.933
Coptosperma graveolens,Zoochor,8,3.822,5.405
Anarthria scabra,Autochor,3,-3.489,5.663
Tambourissa trichophylla,Zoochor,12,-6.08,3.947
Melaleuca societatis,Anemochor,7,-4.021,5.934
Vasconcellea goudotiana,Zoochor,15,8.708,3.408
Rubus liebmannii,Zoochor,16,-7.54,3.459
Calochortus striatus,Autochor,7,0.257,3.742
Tapinanthus pentagonia,Zoochor,9,-0.159,5.15
Bupleurum glumaceum,Autochor,14,1.61,2.414
Astragalus allochrous,Nautochor,13,0.602,2.359
Verticordia stenopetala,Zoochor,10,-1.117,5.728
Eucalyptus jensenii,Anemochor,3,5.837,7.899
Donnellsmithia juncea,Autochor,16,-4.771,3.29
Dasypogon hookeri,Autochor,16,-6.042,5.992
Bothriochloa biloba,Zoochor,10,0.611,3.807
Sisyrinchium nashii,Autochor,8,10.057,5.518
Myrciaria tenella,Zoochor,6,3.193,4.268
Erodium neuradifolium,Anemochor,1,0.374,3.119
Ozoroa dispar,Autochor,7,3.729,3.139
Symphoricarpos rotundifolius,Zoochor,7,6.779,0.982
Miconia pileata,Zoochor,11,-1.219,5.608
Microstachys daphnoides,Zoochor,6,-0.072,3.63
Dyschoriste schiedeana,Autochor,14,0.244,2.866
Rogiera ligustroides,Autochor,14,6.662,3.823
Pittocaulon velatum,Anemochor,2,-11.322,3.554
Marianthus erubescens,Zoochor,7,1.008,5.752
Levenhookia pulcherrima,Autochor,12,1.449,5.716
Gymnocarpium disjunctum,Anemochor,3,-0.63,-2.937
Scleroblitum atriplicinum,Zoochor,3,8.295,5.837
Salix amygdaloides,Anemochor,5,0.412,4.24
Phacelia tetramera,Anemochor,9,0.582,2.316
Hyacinthella leucophaea,Hemerochor,9,-0.779,4.514
Draba verna,Anemochor,1,-0.15,3.318
Pentaclethra macroloba,Anemochor,15,1.438,6.619
Escallonia schreiteri,Anemochor,8,10.688,4.201
Mesembryanthemum haeckelianum,Ombrochor,13,-2.198,3.776
Chamaesaracha coniodes,Zoochor,5,0.723,3.946
Gonzalagunia dicocca,Autochor,9,-1.599,4.496
Hieracium pseudojutlandicum,Zoochor,11,-2.824,5.818
Asclepias eriocarpa,Anemochor,3,1.419,2.579
Levenhookia pauciflora,Autochor,5,-2.228,5.601
Sloanea sterculiacea,Zoochor,14,2.004,2.779
Ruellia yurimaguensis,Autochor,8,15.765,8.166
Excoecaria goudotiana,Nautochor,13,-0.721,3.19
Searsia gracillima,Zoochor,5,0.429,3.179
Jacquemontia abutiloides,Autochor,5,-0.301,3.385
Begonia pulchella,Autochor,1,0.808,3.13
Mollinedia oligantha,Autochor,3,-0.614,3.417
Leptospermum roei,Zoochor,2,0.86,5.761
Iresine schaffneri,Anemochor,2,-1.808,3.281
Cypselocarpus haloragoides,Zoochor,9,-3.618,5.429
Burmeistera succulenta,Autochor,1,-7.271,3.372
Piptadenia buchtienii,Anemochor,7,19.978,4.716
Peddiea involucrata,Zoochor,1,-2.945,3.062
Marsdenia mayana,Anemochor,8,6.019,5.55
Mimosa sparsiformis,Autochor,11,-0.669,3.4
Cordia exaltata,Autochor,16,0.369,7.016
Piper xanthostachyum,Zoochor,1,0.194,5.467
Nerisyrenia incana,Anemochor,15,6.954,3.915
Annona dolichophylla,Zoochor,12,-4.931,6.717
Banksia octotriginta,Anemochor,2,-0.192,6.048
Heteropsis steyermarkii,Zoochor,7,-11.918,6.864
Tetrapterys seemannii,Anemochor,5,0.763,4.224
Stipagrostis obtusa,Anemochor,13,0.453,3.72
Piper dumosum,Zoochor,5,-0.434,5.585
Rhamphicarpa fistulosa,Autochor,7,-5.475,6.446
Artemisia norvegica,Anemochor,3,-2.025,-13.086
Ixora minutiflora,Zoochor,13,-0.878,3.907
Diplazium werckleanum,Anemochor,14,14.308,3.014
Symplocos bidana,Zoochor,9,0.799,2.692
Oenothera pallida,Autochor,4,1.885,0.876
Drosera brevicornis,Autochor,14,-1.966,4.898
Selaginella arenicola,Chamaechor,6,5.407,5.849
Hydrangea hirta,Zoochor,15,2.279,2.2
Maranta incrassata,Autochor,3,7.683,5.155
Licania mollis,Zoochor,10,-7.655,5.782
Ambrosia carduacea,Hemerochor,14,0.273,2.849
Urena procumbens,Autochor,11,4.154,2.841
Phyllonoma ruscifolia,Zoochor,12,-4.974,3.626
Matisia soegengii,Autochor,16,3.086,5.744
Polystichum erosum,Anemochor,3,3.451,2.269
Chevreulia acuminata,Anemochor,10,0.221,3.409
Myrcia hatschbachii,Zoochor,8,1.096,3.667
Verticordia huegelii,Zoochor,11,-0.244,5.508
Cleyera theoides,Zoochor,4,-6.293,3.773
Connarus perrottetii,Zoochor,16,5.43,7.015
Psychotria subcapitata,Zoochor,6,0.54,3.428
Mirabilis pumila,Zoochor,9,0.842,2.278
Oxalis pilosa,Autochor,13,0.842,2.059
Meriania tetramera,Anemochor,4,18.364,3.66
Siparuna thecaphora,Zoochor,9,-1.455,4.103
Carex vestita,Autochor,7,-1.284,1.961
Taraxacum caespitans,Anemochor,14,-1.512,2.856
Rustia thibaudioides,Autochor,1,-11.321,5.663
Sassafras randaiense,Zoochor,15,-1.019,3.296
Leptonema venosum,Zoochor,2,-5.795,3.263
Aristolochia paulistana,Autochor,2,5.024,5.238
Eucalyptus lockyeri,Anemochor,15,0.2,3.745
Clathrotropis nitida,Anemochor,14,-7.172,5.774
Reseda undata,Hemerochor,10,1.144,2.759
Celmisia haastii,Autochor,15,-3.19,5.044
Chrysactinia truncata,Anemochor,1,1.613,2.93
Dyckia duckei,Anemochor,6,0.884,5.956
Fimbristylis oxystachya,Anemochor,13,1.077,5.146
Hakea cinerea,Anemochor,10,-4.531,5.758
Macrocarpaea sodiroana,Anemochor,16,-2.032,3.43
Carex hendersonii,Autochor,15,-0.256,2.309
Ulmus mexicana,Anemochor,1,-0.165,3.138
Aconitum pendulum,Hemerochor,11,0.62,0.927
Microlicia isophylla,Autochor,11,2.965,3.087
Philodendron adamantinum,Zoochor,11,6.384,4.713
Sporobolus heterolepis,Anemochor,14,0.343,4.022
Trachymene rotundifolia,Autochor,1,-4.193,5.72
Melaleuca viridiflora,Anemochor,11,2.108,5.495
Symphoricarpos rotundifolius,Zoochor,13,1.313,2.663
Corymbia eximia,Anemochor,15,1.889,3.192
Plagiogyria pectinata,Zoochor,5,-1.451,3.418
Allium siskiyouense,Anemochor,3,3.455,1.369
Halfordia kendack,Autochor,16,-5.094,4.676
Pedicularis cheilanthifolia,Autochor,9,2.633,3.158
Tridax procumbens,Zoochor,2,2.459,5.026
Tribonanthes australis,Autochor,10,-2.626,5.399
Maireana convexa,Anemochor,12,4.57,6.162
Medinilla viguieri,Anemochor,3,-5.304,3.934
Dactyloctenium giganteum,Anemochor,4,2.233,7.396
Morella cerifera,Zoochor,1,4.729,5.336
Picris pauciflora,Anemochor,16,5.203,2.402
Rhynchospora capitellata,Autochor,1,-0.129,3.528
Erigeron neomexicanus,Anemochor,4,-8.888,2.124
Eschweilera biflava,Zoochor,10,-0.804,3.047
Amyema dolichopoda,Zoochor,1,0.845,5.904
Deeringia arborescens,Zoochor,2,1.016,3.505
Galenia crystallina,Zoochor,10,-0.284,3.645
Samanea tubulosa,Autochor,11,5.236,6.213
Pittocaulon filare,Anemochor,16,-1.701,3.548
Vallisneria natans,Autochor,12,2.529,2.338
Mariosousa dolichostachya,Autochor,11,2.293,6.846
Tibouchina aspera,Autochor,14,1.572,5.533
Solanum sanctae-catharinae,Zoochor,9,-0.088,3.369
Symplocos corymboclados,Zoochor,1,3.2,4.674
Celastrus subspicatus,Zoochor,4,0.568,2.948
Connarus rostratus,Zoochor,4,3.968,4.067
Cissus smithiana,Autochor,9,-0.419,5.126
Dryopteris caudipinna,Anemochor,14,7.929,2.138
Meliosma brenesii,Zoochor,16,6.34,3.702
Inga psittacorum,Zoochor,10,-9.057,5.527
Eremanthus incanus,Anemochor,3,2.645,3.9
Juncus ochrocoleus,Anemochor,1,1.096,3.527
Echinochloa muricata,Hemerochor,9,0.287,4.626
Besleria capitata,Zoochor,13,2.004,4.114
Swartzia caudata,Zoochor,12,-27.888,5.64
Dodonaea tenuifolia,Zoochor,2,1.781,4.954
Dichapetalum congoense,Zoochor,16,1.097,6.012
Corallodiscus kingianus,Autochor,7,2.793,0.921
Syzygium tripetalum,Zoochor,9,0.968,2.594
Myrsine altomontana,Zoochor,7,2.999,3.198
Potamogeton strictifolius,Zoochor,5,-0.447,0.759
Ajania myriantha,Anemochor,3,2.477,1.009
Calytrix depressa,Zoochor,7,0.394,5.787
Disporum megalanthum,Zoochor,13,2.867,2.428
Pausandra morisiana,Autochor,16,3.141,3.854
Isopogon scabriusculus,Anemochor,8,3.947,6.172
Adonis ramosa,Hemerochor,16,1.509,1.236
Lepidagathis anobrya,Autochor,5,-3.454,5.359
Anthurium cupreum,Zoochor,9,16.346,3.034
Stevia myriadenia,Anemochor,14,0.273,3.12
Thymus japonicus,Zoochor,12,1.847,1.719
Leptadenia madagascariensis,Anemochor,12,0.175,5.041
Actinobole uliginosum,Anemochor,11,1.496,5.399
Teucrium bidentatum,Autochor,3,3.279,2.369
Paropsia humblotii,Zoochor,14,-4.327,3.047
Tabernaemontana phymata,Zoochor,16,-0.481,3.758
Fagus engleriana,Zoochor,6,3.539,2.666
Pavonia calyculosa,Autochor,3,8.842,6.433
Xenostegia tridentata,Autochor,11,-1.408,5.695
Vellozia furcata,Autochor,12,1.834,4.342
Sporobolus contractus,Autochor,1,0.96,2.912
Ptilotus capensis,Anemochor,7,2.033,5.456
Ranunculus gregarius,Zoochor,5,0.428,2.734
Couepia obovata,Zoochor,8,-8.825,7.914
Xyris involucrata,Autochor,9,-4.617,4.594
Richterago conduplicata,Anemochor,1,8.696,4.126
Meliosma vasquezii,Zoochor,5,-0.268,5.42
Andersonia latiflora,Anemochor,3,-1.688,4.29
Heteropterys sericea,Anemochor,11,1.111,3.023
Grevillea banksii,Autochor,14,-0.185,3.725
Tetrarrhena distichophylla,Anemochor,11,-2.29,4.161
Aneilema biflorum,Autochor,3,1.375,3.068
Solanum deflexum,Autochor,9,1.779,3.776
Hakea macraeana,Anemochor,3,3.997,2.656
Taraxacum eximium,Anemochor,1,-0.393,1.882
Psychotria flava,Zoochor,5,-1.126,4.312
Gmelina dalrympleana,Zoochor,15,-3.199,4.927
Rhynchospora inundata,Autochor,15,6.733,6.511
Heteropsis salicifolia,Zoochor,12,4.073,4.664
Solanum stipulatum,Autochor,13,2.546,2.573
Centrosema platycarpum,Autochor,11,7.854,5.902
Taraxacum interruptum,Anemochor,5,-1.549,3.665
Hypochaeris ciliata,Anemochor,15,0.517,-1.062
Tococa rotundifolia,Zoochor,5,-11.431,5.612
Guatteria atabapensis,Zoochor,12,-8.649,6.505
Marcetia macrophylla,Autochor,10,-3.805,2.985
Myrsine leucantha,Zoochor,15,-8.374,3.417
Parasitaxus usta,Zoochor,8,-3.059,3.396
Balbisia peduncularis,Anemochor,10,-3.944,2.968
Lobelia appendiculata,Zoochor,6,5.614,5.529
Astripomoea malvacea,Autochor,12,-1.308,5.715
Senna organensis,Autochor,1,1.208,2.913
Hymenophyllum crispum,Anemochor,11,-0.471,3.221
Euchiton limosus,Anemochor,14,-2.255,4.202
Arnica mollis,Hemerochor,6,-0.985,0.152
Muehlenbeckia axillaris,Hemerochor,14,-2.355,4.093
Allantoma lineata,Anemochor,6,-3.113,6.249
Pistacia lentiscus,Zoochor,16,1.704,2.765
Persoonia cuspidifera,Zoochor,15,-3.304,4.123
Leucanthemum maximum,Hemerochor,7,-0.831,2.617
Erythroxylum anguifugum,Zoochor,12,8.236,7.192
Combretum leprosum,Anemochor,2,3.857,5.893
Phyllanthus occidentalis,Autochor,1,1.306,3.915
Eucalyptus exserta,Anemochor,4,-0.931,6.046
Cassytha filiformis,Zoochor,9,-0.324,4.515
Peperomia heterophylla,Zoochor,13,0.459,3.052
Asclepias asperula,Anemochor,11,4.596,3.514
Cryptogramma acrostichoides,Anemochor,13,2.466,2.338
Dryopteris lacera,Anemochor,12,2.735,1.914
Jasminum fluminense,Zoochor,10,-1.211,4.762
Acrocomia hassleri,Zoochor,10,2.03,4.93
Eucalyptus regnans,Anemochor,7,-0.412,2.767
Lisianthius nigrescens,Autochor,2,-0.26,4.174
Synechanthus fibrosus,Zoochor,16,-2.303,4.337
Eragrostis confertiflora,Autochor,16,12.961,7.161
Plantago nivea,Zoochor,6,-0.726,3.048
Carex macrocephala,Autochor,9,-0.937,3.113
Piper cordulatum,Zoochor,1,3.013,3.482
Trachyandra ciliata,Autochor,5,-0.309,3.15
Rudgea monofructus,Zoochor,4,-4.228,4.713
Linanthus bellus,Anemochor,15,0.617,2.962
Goodenia heppleana,Zoochor,3,-0.107,7.877
