gen,cluster,unstim_media,suero_2h_media,suero_5h_media,tif_2h_media,tif_5h_media,log2fc_tif_vs_suero_2h,log2fc_tif_vs_suero_5h
0610007C21Rik,3,5.1848,4.7604,4.2511,5.1802,5.0192,0.4197,0.7681
Atad1,1,4.6254,5.1876,5.6317,4.9916,5.09,-0.196,-0.5417
Timm23,1,7.1683,7.6428,8.0095,7.3214,7.256,-0.3214,-0.7535
Tnfaip8l2,3,5.9278,4.5208,3.7994,5.3607,5.1531,0.8398,1.3537
Trnt1,1,5.0075,5.7342,6.3441,5.4264,5.6667,-0.3078,-0.6773
Ehmt2,3,5.7768,5.0578,4.1564,5.4655,5.333,0.4076,1.1767
1500003O03Rik,3,6.3612,6.1518,5.6724,6.7692,6.4591,0.6174,0.7867
Fam18b,1,2.8769,3.7758,4.8442,3.773,4.1054,-0.0029,-0.7388
Cacybp,4,7.4007,6.9995,7.4335,6.7832,6.7486,-0.2163,-0.6849
Zswim7,1,2.6019,2.9829,3.7501,2.7812,2.9752,-0.2017,-0.775
Fam38a,1,3.9661,5.1693,5.3302,3.7106,4.3091,-1.4587,-1.0211
Rnf166,2,6.6851,6.5053,6.5387,6.8894,7.1237,0.3841,0.585
Ankrd28,1,3.2397,4.2522,4.3826,3.541,3.4922,-0.7112,-0.8904
Srp19,4,7.4211,6.9539,7.6831,7.0705,7.1621,0.1165,-0.521
Slc9a5,4,1.33,1.6287,1.5143,0.9773,1.0615,-0.6514,-0.4528
Msh3,3,4.7181,3.683,3.628,4.103,4.2983,0.42,0.6703
Dnajb9,1,2.5034,3.5202,4.9151,3.3491,3.5102,-0.1711,-1.4049
Naf1,1,3.5542,4.6457,4.5832,3.4324,3.6311,-1.2133,-0.952
Ppp1cb,1,5.2591,5.3068,5.6521,5.4144,5.1856,0.1076,-0.4665
Gorasp2,1,6.1824,6.7941,7.4522,6.6518,6.9151,-0.1423,-0.5371
Efr3a,1,4.7885,4.914,5.0023,4.868,4.6704,-0.046,-0.3318
Galns,3,4.238,3.6193,2.7102,3.7179,3.2132,0.0986,0.5029
Slc25a13,1,2.8905,2.6823,3.1697,2.8175,2.6373,0.1352,-0.5324
Actn1,3,4.8892,4.6554,3.3223,4.5018,3.8225,-0.1535,0.5002
Hnrnpl,3,7.9766,7.6562,7.6375,7.9287,8.0469,0.2725,0.4094
Nolc1,1,6.7852,7.5881,7.756,6.6497,6.8877,-0.9384,-0.8683
Cnksr3,1,1.0799,1.4986,1.7902,1.2656,1.3517,-0.233,-0.4385
Hmgb3,4,5.6206,4.8428,5.2849,5.1016,4.8259,0.2588,-0.459
Nipsnap3b,4,4.9611,4.9939,5.1152,4.6708,4.4302,-0.3231,-0.685
Lage3,3,5.6712,4.9515,3.8798,5.1952,4.6882,0.2437,0.8083
Gadd45b,1,3.392,6.8517,6.99,5.8398,6.5242,-1.0118,-0.4658
Slamf1,1,3.2609,7.1291,7.16,4.8647,5.3956,-2.2643,-1.7644
Cd83,1,1.6241,6.2923,6.7523,4.009,5.0481,-2.2833,-1.7041
Gzmb,4,11.2076,10.5819,10.8161,10.7692,10.0737,0.1873,-0.7424
Ager,2,0.8051,1.4371,0.2419,0.8413,2.0672,-0.5958,1.8252
Prrt1,3,2.4124,1.3899,0.8471,1.7269,1.6634,0.337,0.8163
Psma2,4,6.0848,5.7757,5.7286,5.7661,5.3174,-0.0096,-0.4112
Mrpl32,1,6.5784,6.8215,7.3959,6.7382,6.866,-0.0832,-0.5299
Capza2,1,7.449,7.4499,7.8135,7.5735,7.3681,0.1236,-0.4455
Anp32e,4,8.6781,8.307,8.3462,8.2358,7.7169,-0.0712,-0.6293
Cnih,1,5.7286,6.0638,6.3886,5.9789,5.8024,-0.0849,-0.5862
H2afy,3,8.92,8.5381,7.6183,8.6897,8.269,0.1516,0.6506
Ncf1,3,5.7775,5.1267,3.726,5.6869,4.7639,0.5602,1.0379
Wnt11,1,0.0819,0.7313,1.3214,0.1526,0.5531,-0.5787,-0.7684
Adss,1,5.8483,6.542,6.76,6.1046,6.0297,-0.4374,-0.7303
Lrrc27,3,1.9532,1.8104,1.0313,1.84,1.9843,0.0296,0.953
Fli1,3,6.2981,5.4444,5.0256,6.3961,6.1965,0.9518,1.1709
AA408296,1,2.4446,3.586,3.9419,2.9705,3.4169,-0.6155,-0.525
Hsd11b1,4,3.1912,3.5197,3.2332,2.4337,1.7942,-1.086,-1.4391
Lonrf3,1,0.5317,1.3548,2.0202,0.7361,1.1021,-0.6187,-0.9181
Slmo2,1,7.2687,7.4872,7.7406,7.2811,7.0951,-0.206,-0.6455
Slc25a5,4,8.4506,8.5118,8.4181,8.4441,8.0104,-0.0677,-0.4077
Ppdpf,3,6.9169,6.1438,5.1022,6.1599,5.6912,0.016,0.5889
Ndufa1,4,7.8735,7.3008,7.1455,7.4512,6.722,0.1504,-0.4235
Cr1l,1,5.7978,5.7519,6.0286,5.6807,5.5397,-0.0712,-0.4889
Ppfibp1,1,3.331,3.7615,4.8705,3.5887,3.5851,-0.1728,-1.2854
Cd274,1,2.3094,6.2005,6.3429,4.1964,4.7645,-2.0041,-1.5784
Pdcd1lg2,1,2.2594,4.384,5.2954,3.1578,4.2365,-1.2262,-1.0589
Dyrk3,2,1.9862,2.3217,1.9119,2.2309,2.3321,-0.0908,0.4202
Il10,1,0.3508,3.392,2.5643,1.1303,0.7708,-2.2618,-1.7935
Eif3d,1,7.0257,7.4808,7.7272,7.1596,7.3522,-0.3212,-0.3751
Ift27,3,4.2496,4.0701,3.1789,4.0232,3.8445,-0.0468,0.6655
Cmah,3,5.3779,4.2761,3.5485,4.8351,4.4486,0.559,0.9001
Ttll12,3,4.8825,4.661,4.1503,4.7449,4.5017,0.084,0.3514
Tox4,1,4.5467,5.5447,5.7598,4.9075,5.1594,-0.6373,-0.6004
Srsf6,1,6.2041,6.5843,7.1221,6.1638,6.5251,-0.4205,-0.597
Kctd2,2,3.7253,3.4503,3.4387,3.9681,4.2215,0.5178,0.7828
Brca1,2,4.5927,4.5392,4.25,4.9999,4.9939,0.4607,0.7439
Nt5c3l,3,7.1838,6.3549,5.6119,6.7209,6.3077,0.366,0.6958
Mpp2,3,2.9005,2.5631,1.4502,2.7736,2.7454,0.2106,1.2952
Plxdc1,3,1.9706,1.2271,0.5439,1.5173,1.5555,0.2902,1.0116
Arl5b,1,1.5725,4.9927,4.8293,3.9064,4.0234,-1.0863,-0.806
Psmd11,1,6.7121,6.6268,7.3286,6.2995,6.3094,-0.3273,-1.0193
Timp2,4,2.3318,2.0923,2.1394,1.6515,1.3504,-0.4408,-0.789
Cdc6,3,4.9341,4.477,4.4833,5.0668,4.8576,0.5898,0.3743
Suz12,1,5.4891,5.7934,6.1408,5.6191,5.7887,-0.1743,-0.3521
Atad5,2,4.0266,4.0393,3.9572,4.4018,4.4465,0.3624,0.4893
Tnfaip1,1,2.9064,3.2647,3.4125,3.2258,3.02,-0.0389,-0.3925
Abr,3,5.1708,5.0394,4.3476,5.0891,5.3452,0.0497,0.9976
Rab11fip4,1,2.7336,4.3272,4.5648,2.5384,3.0137,-1.7888,-1.5512
Elmo2,3,5.0816,4.701,4.4712,4.8505,4.9409,0.1495,0.4698
Wsb1,1,4.593,5.2667,5.5519,5.1425,4.9165,-0.1242,-0.6354
Serinc3,3,8.9333,8.4811,7.8057,8.7381,8.503,0.257,0.6974
Tha1,3,2.6979,1.9443,1.377,2.4365,2.5366,0.4922,1.1596
Birc5,3,8.494,7.3846,6.8538,7.6237,7.2098,0.2391,0.356
Etv4,1,0.7674,1.9914,2.499,1.2007,1.2381,-0.7907,-1.2609
Slc12a4,1,3.2462,4.0574,4.3521,3.3288,3.7363,-0.7286,-0.6158
Pitpna,1,7.766,7.5918,7.8343,7.4778,7.5042,-0.114,-0.3301
Fam134c,2,4.319,4.1122,3.9899,4.6756,4.5365,0.5634,0.5466
Rab5a,1,4.4843,5.2579,5.8577,5.0483,5.4519,-0.2096,-0.4057
Eya2,3,4.685,3.8151,2.8936,4.4212,4.2425,0.6061,1.3489
Ddx27,1,6.3392,6.8334,7.1238,6.4884,6.6359,-0.3449,-0.4879
Cyth4,3,5.8879,5.3551,4.7262,5.7755,5.7077,0.4204,0.9815
Mafk,1,3.166,4.8375,5.0649,3.7262,4.191,-1.1113,-0.8739
Stard3,1,3.7938,4.8346,4.8845,4.1487,4.3667,-0.6859,-0.5177
Ikzf3,1,6.9074,8.0936,7.7975,6.8077,7.1901,-1.2858,-0.6074
Stk4,3,6.4807,6.2576,5.7229,6.6381,6.3508,0.3805,0.6279
Pfn1,4,11.353,11.1062,10.7272,10.659,10.2397,-0.4472,-0.4875
Ksr1,1,2.4672,4.705,5.2173,3.3242,4.2927,-1.3808,-0.9246
Anxa6,3,8.5016,7.9739,6.6227,8.0954,7.3375,0.1215,0.7148
Il12rb2,3,6.6592,5.8117,5.1251,7.615,6.5519,1.8033,1.4268
Kpna2,4,8.0984,7.3749,7.4147,7.2583,6.8422,-0.1166,-0.5725
Vezf1,2,4.0486,4.2386,3.8952,4.5484,4.6539,0.3098,0.7587
Srsf1,1,7.8566,7.8579,8.1218,7.4117,7.3574,-0.4462,-0.7644
Dhx40,2,4.1266,4.1618,4.3294,4.6538,4.8499,0.492,0.5205
Akap1,4,3.6729,4.1065,3.9573,3.5242,3.4351,-0.5823,-0.5222
Nol11,1,3.9216,4.9475,5.4187,4.3371,4.5741,-0.6104,-0.8445
C1qbp,1,7.6448,7.8275,8.0795,7.3887,7.161,-0.4387,-0.9185
Rpain,3,5.837,4.7822,4.5008,5.5973,5.9004,0.8152,1.3996
Slc13a3,1,0.0,0.9811,2.294,0.114,0.7311,-0.8671,-1.5629
Kdm6b,1,2.0562,7.7015,7.0444,5.4348,6.1392,-2.2667,-0.9052
Appbp2,1,3.4291,4.3795,4.6397,3.9882,4.1313,-0.3912,-0.5083
Adora2b,1,0.3889,2.3892,1.7021,1.0364,1.084,-1.3528,-0.6181
Trpv2,3,5.6477,5.3683,4.402,5.3876,5.0822,0.0193,0.6802
G3bp1,4,7.1055,7.2361,7.2202,6.9084,6.644,-0.3276,-0.5762
Dusp14,1,2.8386,4.9071,4.934,3.7739,3.8765,-1.1332,-1.0575
Ikzf1,4,7.6499,8.1321,7.7493,7.5882,7.3344,-0.5439,-0.415
Aatf,1,5.3798,5.6042,6.2772,5.4004,5.6441,-0.2038,-0.6331
Ndel1,1,5.4877,6.4518,6.8244,6.1044,6.1507,-0.3474,-0.6737
Smyd4,2,3.3032,2.787,2.9011,3.5292,3.9331,0.7422,1.032
Lsp1,3,10.3112,9.4378,8.1199,9.6948,8.763,0.2569,0.6431
Avpi1,3,3.269,2.761,2.2276,3.4909,3.1847,0.7299,0.9571
Pank3,1,2.7396,3.6907,3.8285,3.1612,3.1739,-0.5295,-0.6545
Rars,1,6.3728,6.7506,7.3404,6.4606,6.4866,-0.29,-0.8538
Irf1,3,7.1672,6.5957,5.6002,6.9745,6.6308,0.3789,1.0306
P4ha2,2,0.6896,1.2416,1.0079,1.3144,1.4108,0.0728,0.4029
Il3,1,0.0617,5.9672,5.6567,3.1887,2.8952,-2.7785,-2.7616
Csf2,1,2.3784,9.9411,8.6628,8.2339,7.2568,-1.7072,-1.406
Pelp1,4,4.1581,4.3206,4.3154,4.1562,4.0044,-0.1644,-0.311
Med11,4,5.9806,5.7474,5.8258,5.7461,5.4377,-0.0013,-0.3881
Ccl4,1,3.9706,12.4958,12.6099,10.2454,11.0114,-2.2504,-1.5985
Map2k3,1,5.0074,7.3439,7.2943,6.0934,6.6553,-1.2506,-0.639
E2f2,3,6.5976,5.3262,3.921,5.9749,5.1846,0.6487,1.2636
Nars2,1,2.5234,2.6307,3.6307,2.7236,2.9324,0.0929,-0.6982
Plod1,3,1.8205,1.9361,1.1534,1.7621,1.9164,-0.1741,0.7629
Rab3d,3,3.4926,2.2509,1.0214,2.9631,2.2318,0.7122,1.2104
Ccl9,1,0.1769,3.2238,6.182,1.2944,3.8483,-1.9294,-2.3337
BC005537,2,6.7216,6.617,6.4534,6.8989,6.8819,0.2819,0.4286
Rnf145,3,5.5819,5.6969,5.3198,5.7763,5.6528,0.0794,0.3331
Scn1b,1,0.6399,2.2084,3.989,0.5106,2.4816,-1.6978,-1.5074
Chtf18,3,4.6276,3.8239,3.1701,4.4407,4.1674,0.6168,0.9973
Ahr,1,0.5093,1.181,1.1657,0.8923,0.6268,-0.2887,-0.5389
Mtap1s,2,3.5132,3.8993,3.5156,3.7515,3.8685,-0.1478,0.3529
Tmem129,2,3.6811,3.5588,3.6848,3.9335,4.3359,0.3747,0.6511
Grb7,2,1.2023,1.6841,0.8116,2.0666,1.556,0.3825,0.7444
Calm3,3,7.6738,6.9829,5.9667,7.138,6.3749,0.1551,0.4082
Ptger1,3,4.4151,3.8486,3.1273,4.1426,4.0596,0.294,0.9323
Cd70,1,0.2426,2.3447,4.5441,0.1016,1.4673,-2.2431,-3.0768
Gyg,3,5.1775,4.824,4.2549,5.0196,4.7284,0.1955,0.4735
Rcn3,3,3.2338,2.2336,1.6897,2.7129,2.4459,0.4793,0.7562
Arid3a,1,3.0805,3.5311,4.4367,3.3083,3.7737,-0.2228,-0.663
D17Wsu104e,1,5.3655,5.7402,5.9991,5.146,5.0747,-0.5942,-0.9244
Sema6a,1,0.0,0.3857,1.1111,0.0661,0.4483,-0.3196,-0.6628
Slc35e1,1,4.7535,5.2198,5.2994,4.9275,4.827,-0.2922,-0.4724
Rmnd1,3,5.1948,4.2499,3.9956,4.3766,4.9458,0.1267,0.9502
Fbxo5,2,6.4238,5.9856,5.9118,6.4151,6.3063,0.4295,0.3945
Hdac2,4,6.0034,5.5871,5.8042,5.5139,5.2524,-0.0732,-0.5518
Rwdd1,4,6.7831,6.2766,6.7014,6.4601,6.3594,0.1836,-0.342
Trmt11,1,3.2802,3.4569,3.9262,3.3722,3.4773,-0.0847,-0.4489
Snx3,3,7.6588,7.2154,6.3598,7.3697,7.0616,0.1543,0.7019
Aig1,1,1.9808,2.2568,2.9455,2.245,2.4213,-0.0117,-0.5242
Pex3,1,3.809,4.2159,4.5488,4.0498,4.1319,-0.166,-0.4169
2410017P07Rik,3,4.3384,3.1715,3.2522,3.7433,4.0143,0.5718,0.762
Ltv1,1,5.473,6.5419,7.2463,5.8303,6.2514,-0.7117,-0.9949
Mical1,3,5.6956,5.7021,5.1835,5.7823,5.8887,0.0802,0.7052
Gtf3c6,4,5.3979,4.926,5.5076,4.9985,4.9776,0.0725,-0.53
Slc16a10,1,0.9416,1.8292,1.8401,1.5185,1.2943,-0.3108,-0.5457
Fyn,1,7.6091,7.9967,9.4081,7.2285,8.0763,-0.7682,-1.3318
Tube1,3,2.8965,2.602,2.0753,2.5698,2.4917,-0.0321,0.4164
Prep,1,5.3762,5.8624,6.2422,5.5856,5.6119,-0.2768,-0.6303
Tnfaip3,1,3.487,5.383,6.364,5.4576,5.4226,0.0746,-0.9414
Perp,1,2.8219,2.9753,3.62,2.9401,3.0259,-0.0352,-0.5941
D10Bwg1379e,1,0.6777,0.7378,1.4276,0.6891,0.9787,-0.0486,-0.4489
Rtn4ip1,1,2.7831,2.8955,3.5306,2.844,3.0977,-0.0515,-0.4329
Aim1,3,5.3417,5.2123,3.9651,5.7241,4.5161,0.5118,0.5511
Smpdl3a,3,4.9857,4.1112,3.1961,4.5819,3.9325,0.4706,0.7364
Reep3,1,3.7314,4.763,5.3574,3.9655,4.2444,-0.7975,-1.113
Serinc1,1,5.0507,5.8661,6.3067,5.7295,5.717,-0.1367,-0.5896
P4ha1,4,4.736,4.4788,4.6325,4.015,3.839,-0.4638,-0.7935
Zwint,1,6.1724,6.1373,6.6151,5.9374,6.1835,-0.1999,-0.4316
Atp2b1,1,4.2364,5.8369,5.7897,4.7246,4.7674,-1.1123,-1.0224
Arid5b,3,2.5967,2.8892,2.0523,3.1601,2.8231,0.2709,0.7708
Uhrf1bp1l,1,3.5886,4.6479,5.4612,4.0143,4.6523,-0.6336,-0.8089
Dusp6,1,2.6198,5.9434,5.6415,3.9861,4.2482,-1.9573,-1.3933
Tmpo,3,7.2537,6.9231,6.6622,6.9578,7.0419,0.0347,0.3796
Ikbip,3,2.336,1.2829,1.2886,1.728,2.2062,0.4452,0.9177
Epb4.1l2,1,4.9831,5.2459,5.6176,4.7442,4.8243,-0.5017,-0.7933
Apaf1,3,3.8319,3.4027,3.0455,3.7987,3.8233,0.396,0.7777
Myb,3,5.4427,4.487,4.2951,5.6649,5.3334,1.1779,1.0383
Med23,1,3.1015,3.8514,4.1028,3.7122,3.7439,-0.1392,-0.3589
Ifngr1,3,8.289,6.6033,5.3911,8.587,7.6495,1.9837,2.2584
4930485B16Rik,1,1.2919,2.0295,2.9317,1.5952,1.5673,-0.4342,-1.3644
Cdk17,1,4.6857,6.2528,6.5884,5.1539,5.5945,-1.0989,-0.9938
Snrpf,4,7.9853,7.714,7.7619,7.7066,7.3612,-0.0074,-0.4007
Usp44,1,0.2837,0.4499,0.9477,0.2995,0.2188,-0.1504,-0.7288
Ndufa12,4,6.8119,6.3003,6.7533,6.3556,5.9361,0.0553,-0.8173
Tmcc3,2,0.6243,0.7849,1.2577,1.4176,2.2594,0.6327,1.0017
Ccdc41,1,5.4526,5.4194,6.1554,5.3245,5.6832,-0.0949,-0.4722
Socs2,3,4.5297,4.1334,2.5977,3.9218,3.4658,-0.2116,0.8682
Cry1,1,2.9787,3.6447,3.9697,3.5599,3.6227,-0.0848,-0.347
Ddx21,1,6.4985,7.5423,7.9825,6.7526,7.0417,-0.7896,-0.9408
Srgn,1,8.6749,10.2918,10.5827,9.5469,9.4703,-0.7448,-1.1124
Supv3l1,1,4.5062,5.1725,5.3846,4.4752,4.8699,-0.6973,-0.5147
Sar1a,1,5.2228,5.5577,6.0334,5.5588,5.6991,0.0011,-0.3343
Ppa1,1,6.5576,6.6777,7.0536,6.3718,6.1483,-0.306,-0.9053
Eif4ebp2,3,6.4778,6.1849,5.4625,6.2827,5.8981,0.0978,0.4356
Slc29a3,1,2.5313,4.777,5.5711,3.3941,4.0835,-1.3829,-1.4876
4632428N05Rik,1,6.9607,7.7303,7.4173,6.3867,6.6849,-1.3436,-0.7324
Ddit4,2,5.3892,5.5761,5.1529,6.1081,5.749,0.5321,0.5961
Pno1,1,5.3847,6.1059,6.8854,5.609,5.7894,-0.4969,-1.0961
Plek,1,5.1282,7.5806,8.2378,6.2018,6.808,-1.3788,-1.4298
Peli1,1,4.9711,6.3371,6.3187,5.8957,5.8773,-0.4414,-0.4414
Slc1a4,1,1.0339,4.5594,5.4433,3.8757,4.2875,-0.6838,-1.1558
Rab1,1,6.3115,6.4314,6.9337,6.4281,6.327,-0.0033,-0.6067
Mum1,3,3.8889,3.4091,2.6997,3.7965,3.6483,0.3874,0.9486
Uqcr11,4,7.8563,7.265,6.7897,7.3235,6.3226,0.0584,-0.4671
Tcf3,3,6.6655,6.0486,4.8723,6.2166,5.9858,0.168,1.1135
Adora2a,1,3.9456,5.5323,5.5719,4.7129,4.9869,-0.8193,-0.585
Snrpd3,4,8.7827,8.1505,8.2853,8.1666,7.5766,0.016,-0.7086
Ddc,3,2.047,1.0079,0.5856,1.5582,1.2504,0.5504,0.6648
Mdm2,1,5.9997,6.7759,7.217,6.19,6.3544,-0.5859,-0.8626
E2f7,3,3.0258,2.5453,2.0205,3.0361,2.6555,0.4908,0.635
Osbpl8,1,4.4773,5.1444,5.259,5.2081,4.9421,0.0636,-0.317
Mknk2,3,7.3769,7.1884,5.8756,7.7082,7.0767,0.5198,1.2011
Phlda1,1,1.894,6.1596,5.7344,4.1121,4.9308,-2.0475,-0.8035
Mdm1,2,2.9494,2.8868,2.459,2.6483,3.0017,-0.2386,0.5427
Llph,1,5.8428,5.8604,6.2833,5.5454,5.5962,-0.315,-0.6871
Helb,3,4.7236,4.1167,3.8815,4.4897,4.3363,0.373,0.4548
Prmt2,3,2.4781,1.9569,2.1771,2.2413,2.6479,0.2844,0.4708
Hmg20b,3,5.5061,4.7012,4.746,4.855,5.3076,0.1538,0.5616
Fzr1,3,6.2344,5.885,5.6695,6.0383,6.1689,0.1533,0.4994
D10Wsu102e,1,4.2102,4.7381,4.9473,4.6527,4.5265,-0.0854,-0.4208
Aldh1l2,1,0.0403,0.8358,2.516,0.4987,1.3187,-0.3371,-1.1973
Appl2,3,3.4369,2.7943,1.9234,2.8216,2.8872,0.0273,0.9638
Fbxw11,1,4.1553,5.5988,5.4995,4.9398,4.9518,-0.659,-0.5477
Stk10,3,6.2483,5.9757,5.489,6.2687,6.2131,0.2931,0.724
Papolg,1,3.5665,4.3609,4.7962,4.0007,4.0213,-0.3602,-0.7749
Rel,1,3.2732,7.1631,7.5854,5.2635,6.102,-1.8997,-1.4834
Nsg2,3,5.0068,4.2203,2.4307,4.3079,3.3565,0.0877,0.9257
Cpeb4,1,2.4544,3.435,3.7795,3.0522,3.1864,-0.3828,-0.5931
Stc2,1,1.7753,3.578,4.2141,2.8023,3.4133,-0.7757,-0.8008
Gm16517,2,3.9907,3.6284,3.2708,4.1008,4.0719,0.4724,0.8011
Spnb2,3,6.5314,5.7854,4.8731,5.8695,5.4858,0.0841,0.6127
Mdh1,3,7.5664,7.0983,6.7924,7.5058,7.205,0.4075,0.4127
Nudcd2,1,7.1597,6.7507,7.4517,6.6919,6.6379,-0.0588,-0.8138
Acsl6,1,0.6342,1.2194,1.3934,0.5709,0.6621,-0.6485,-0.7314
Mgat1,3,5.7922,5.1367,4.2804,5.8851,5.5622,0.7484,1.2817
Hnrnpab,1,9.1402,9.5255,9.7421,8.9287,8.8027,-0.5968,-0.9395
Hspa4,1,7.5897,7.8005,8.4867,7.5625,7.9314,-0.238,-0.5553
Canx,1,8.5751,8.5051,8.9809,8.4594,8.4578,-0.0458,-0.5231
Rnf130,3,3.7933,3.0306,2.5737,3.3442,3.0557,0.3136,0.4819
Rad50,2,5.1854,4.8417,4.7315,5.2064,5.6004,0.3647,0.8689
Phf15,1,3.4299,4.3229,4.5872,3.3647,3.7736,-0.9582,-0.8136
Kremen1,3,2.7474,2.6951,1.9283,2.9708,2.787,0.2756,0.8587
Havcr2,1,3.8099,6.2318,6.8615,5.4134,6.1696,-0.8183,-0.692
Tnip1,2,6.2943,6.2424,6.0801,6.8398,6.6582,0.5974,0.5781
Ascc2,1,5.0811,5.1813,5.7778,5.0163,5.4499,-0.165,-0.3279
Gatsl3,3,1.746,1.4733,0.7528,1.8791,1.3011,0.4058,0.5483
Pes1,1,6.132,6.5988,6.9872,6.3227,6.1955,-0.2761,-0.7916
Tcn2,3,3.0773,2.5089,1.5928,2.8857,2.1408,0.3768,0.548
Smtn,3,2.4702,1.2594,0.8927,1.7141,1.5872,0.4546,0.6945
2310033P09Rik,4,4.1062,3.7442,3.9122,4.1105,3.5275,0.3662,-0.3847
Limk2,3,5.782,5.353,4.743,5.6972,5.6952,0.3441,0.9522
Trim11,2,3.4291,3.3883,3.3157,3.6243,3.7917,0.236,0.476
Rps27a,4,9.1594,9.1239,9.3242,9.0834,8.8782,-0.0405,-0.446
Aebp1,1,0.3296,0.5157,1.2734,0.4835,0.4723,-0.0322,-0.8011
Ccdc117,2,3.0636,2.971,3.3617,3.6321,3.7837,0.6611,0.422
Xbp1,1,5.5553,6.5807,7.5508,6.3536,6.9815,-0.2271,-0.5692
Supt4h1,3,8.0136,7.1722,6.6951,7.6073,7.2442,0.4351,0.549
Rnf187,3,5.8836,5.7589,5.017,5.971,5.515,0.2121,0.498
Tubd1,4,3.6233,2.1102,2.3593,2.2616,1.9513,0.1514,-0.408
Sap30l,3,4.6528,4.5247,4.2819,4.6084,4.6475,0.0837,0.3656
Myo19,1,2.517,3.16,3.1232,2.1938,2.2103,-0.9662,-0.9128
Prpsap2,1,4.4911,4.595,5.1762,4.4348,4.6022,-0.1602,-0.574
Shmt1,1,4.9766,5.6536,5.9781,4.774,4.7521,-0.8795,-1.226
Elac2,1,4.977,5.749,6.3286,5.2039,5.507,-0.5451,-0.8216
Pctp,3,2.3839,1.6731,0.9894,1.8087,1.5519,0.1356,0.5625
Twistnb,1,3.6669,4.9755,5.4573,4.4589,4.6728,-0.5166,-0.7845
Sypl,1,2.5805,3.3068,3.2155,2.5986,2.5718,-0.7082,-0.6437
Pdia6,1,6.2089,6.5285,7.752,6.3812,6.8276,-0.1473,-0.9244
Nampt,4,4.3401,4.3765,4.5129,4.2418,3.9679,-0.1347,-0.545
Pik3cg,3,4.2949,3.7613,3.2319,4.1709,4.1397,0.4095,0.9078
Nbas,1,2.8301,3.1032,3.6426,3.0972,3.3267,-0.006,-0.3159
Tspan13,3,5.1236,4.7972,4.2346,5.2864,4.8605,0.4892,0.6259
Rock2,1,4.1721,4.6316,5.0776,4.1294,4.3874,-0.5022,-0.6902
Fam49a,3,3.9287,3.55,2.1386,3.4234,2.8426,-0.1265,0.704
Lpin1,2,3.1422,3.1559,3.089,3.6319,3.661,0.476,0.572
Trib2,1,1.4986,2.3453,2.0993,1.9609,1.6017,-0.3844,-0.4976
Hs1bp3,3,1.9375,1.4722,1.3944,1.8196,2.0724,0.3474,0.6781
Smc6,3,5.8949,5.5989,5.465,5.8556,5.934,0.2567,0.469
Gna13,1,4.8289,6.1623,6.4098,6.055,5.8066,-0.1073,-0.6032
Fam20a,3,2.1338,1.7298,0.4739,2.6037,1.4796,0.8739,1.0057
Rdh14,1,2.4975,2.5857,2.9686,2.8176,2.3122,0.232,-0.6564
Map2k6,3,2.7336,2.331,1.6827,2.6476,2.4247,0.3166,0.742
Ttc15,3,4.274,3.8829,3.7709,4.0325,4.221,0.1496,0.4501
Rnaseh1,1,4.1531,4.5258,4.699,4.2248,4.3264,-0.301,-0.3727
Ubxn2a,1,5.1384,5.6971,6.5231,5.2162,5.4266,-0.4809,-1.0965
Rnf144a,3,2.366,1.9667,0.6253,1.9723,0.9583,0.0055,0.333
Id2,4,6.0114,5.3066,5.5554,5.064,5.2194,-0.2427,-0.336
Dus4l,1,3.063,3.9134,4.8192,3.4916,4.1744,-0.4218,-0.6448
Bcap29,1,4.8561,4.9028,5.2245,4.6201,4.636,-0.2827,-0.5885
Grhl1,1,0.8264,2.0768,2.9612,0.8938,1.6041,-1.1829,-1.3571
Dnajc27,1,1.8009,2.8524,3.1097,2.4161,2.3736,-0.4362,-0.7361
Efr3b,1,0.3507,0.4224,1.2434,0.2992,0.2952,-0.1232,-0.9482
Dnmt3a,1,3.6904,5.8245,6.5851,3.8405,5.2021,-1.984,-1.3831
Dld,1,5.6001,5.7455,6.4614,5.7395,5.9668,-0.006,-0.4947
Kif3c,3,2.3867,2.0975,1.9803,2.5124,2.4907,0.4149,0.5104
Taf15,1,6.7105,6.6639,7.2866,6.5893,6.8404,-0.0745,-0.4463
Itgb3,3,4.812,3.7953,2.1463,4.9275,4.1547,1.1322,2.0085
Mettl2,1,4.3096,4.8171,5.2767,4.4503,4.7716,-0.3668,-0.5051
Nle1,1,4.4687,5.4387,5.751,4.4076,4.766,-1.0311,-0.9849
Rffl,1,3.3105,3.441,3.9157,3.2666,3.3132,-0.1744,-0.6025
Lig3,1,4.7799,4.7192,5.4264,3.9243,4.2763,-0.7949,-1.1501
Map3k3,3,4.9042,4.5519,3.9578,5.0316,4.8871,0.4796,0.9294
Ccl1,1,1.9214,11.1148,11.8393,7.0884,9.2508,-4.0265,-2.5885
Ftsj3,1,5.5313,6.0929,6.4002,5.4785,5.6027,-0.6144,-0.7975
Psmc5,1,6.881,6.8687,7.2335,6.8259,6.8856,-0.0428,-0.3479
Ern1,1,1.1728,2.0142,2.4097,1.8022,1.9258,-0.212,-0.4839
Pecam1,3,5.8703,4.9231,3.8122,5.3627,4.7757,0.4396,0.9635
Polg2,2,2.2784,2.3221,1.9542,3.4433,2.8475,1.1212,0.8933
