caseid,peso,grupo_experimental,rnd_02,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,respuesta_sin_descripcion,respuesta_con_descripcion_tratado,respuesta_con_descripcion_control,genero,edad,edad_grupo,educacion,partido,ideologia,raza_etnia,ingreso_4
3760,1.5834881238,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
3763,1.1791817531,treated,1.0,0.0,,0.0,,No,,Female,66,60+,HS graduate or equivalent,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
3778,2.292883248,treated,1.0,0.0,,0.0,,No,,Female,79,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
3780,0.3777024307,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
3783,1.8068254152,control,0.0,0.0,0.0,,No,,No,Male,67,60+,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","Less than $30,000"
3792,0.3587982269,treated,1.0,0.0,,0.0,,No,,Female,63,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
3798,0.7682220813,treated,1.0,0.0,,0.0,,No,,Female,38,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
3805,0.7920719521,control,0.0,0.0,0.0,,No,,No,Female,85,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
3806,0.5960400828,treated,1.0,0.0,,0.0,,No,,Male,74,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
3815,1.2785695725,control,0.0,0.0,0.0,,No,,No,Female,20,18-29,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
3818,1.176321797,control,0.0,,,,Skipped,,Skipped,Male,59,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Unknown,"White, non-Hispanic","$100,000 or more"
3823,0.4962214904,treated,1.0,0.0,,0.0,,No,,Male,72,60+,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
3827,0.3071900591,treated,1.0,0.0,,0.0,,No,,Female,53,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
3834,0.9886401379,control,0.0,0.0,0.0,,No,,No,Female,54,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
3838,0.8807906332,treated,1.0,0.0,,0.0,,No,,Male,74,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
3845,0.5640151605,control,0.0,0.0,0.0,,No,,No,Female,61,60+,Some college/ associates degree,Lean Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
3855,0.7952818682,control,0.0,0.0,0.0,,No,,No,Male,52,45-59,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
3858,0.2965199935,treated,1.0,0.0,,0.0,,No,,Male,61,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
3860,0.5550177844,treated,1.0,0.0,,0.0,,No,,Male,79,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
3862,0.5011258129,control,0.0,0.0,0.0,,No,,No,Female,42,30-44,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
3874,0.3835238712,control,0.0,0.0,0.0,,No,,No,Male,30,30-44,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
3876,0.8573143204,control,0.0,0.0,0.0,,No,,No,Female,57,45-59,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
3892,0.4970511884,treated,1.0,0.0,,0.0,,No,,Male,51,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
3894,0.5834521727,control,0.0,0.0,0.0,,No,,No,Female,40,30-44,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
3919,0.3941099143,treated,1.0,0.0,,0.0,,No,,Male,43,30-44,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
3921,0.482666517,control,0.0,0.0,0.0,,No,,No,Male,30,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
3927,0.6715067763,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,Some college/ associates degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
3928,0.475334011,treated,1.0,0.0,,0.0,,No,,Female,61,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
3929,0.4195351159,control,0.0,0.0,0.0,,No,,No,Male,50,45-59,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
3933,0.154446809,control,0.0,0.0,0.0,,No,,No,Male,60,60+,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
3934,0.3528932914,treated,1.0,0.0,,0.0,,No,,Female,58,45-59,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
3939,0.1331463208,control,0.0,0.0,0.0,,No,,No,Female,64,60+,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
3947,0.979145747,control,0.0,0.0,0.0,,No,,No,Female,63,60+,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
3960,0.4711082328,control,0.0,0.0,0.0,,No,,No,Male,23,18-29,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
3972,1.0740972997,treated,1.0,0.0,,0.0,,No,,Female,78,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
3976,0.6768951158,control,0.0,0.0,0.0,,No,,No,Male,43,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
3980,0.4691055712,treated,1.0,0.0,,0.0,,No,,Female,64,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
3984,0.713825774,control,0.0,0.0,0.0,,No,,No,Female,66,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
3996,0.333892497,control,0.0,0.0,0.0,,No,,No,Female,32,30-44,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
3998,1.5863406977,control,0.0,0.0,0.0,,No,,No,Female,45,45-59,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4005,0.25325151,treated,1.0,0.0,,0.0,,No,,Male,76,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4007,0.9833227685,control,0.0,0.0,0.0,,No,,No,Male,75,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
4030,0.4575528728,treated,1.0,0.0,,0.0,,No,,Female,71,60+,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
4041,0.7188275182,treated,1.0,0.0,,0.0,,No,,Male,57,45-59,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4047,0.9381715029,control,0.0,0.0,0.0,,No,,No,Male,47,45-59,Post grad study/professional degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4049,1.4355066334,treated,1.0,0.0,,0.0,,No,,Female,49,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4052,1.1918836519,treated,1.0,0.0,,0.0,,No,,Male,63,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
4058,1.1451112431,treated,1.0,0.0,,0.0,,No,,Female,73,60+,HS graduate or equivalent,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
4063,0.5962783765,treated,1.0,0.0,,0.0,,No,,Female,30,30-44,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
4064,1.8669784482,treated,1.0,0.0,,0.0,,No,,Male,19,18-29,Some college/ associates degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4069,0.4129248729,treated,1.0,0.0,,0.0,,No,,Male,76,60+,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4088,3.3726007531,treated,1.0,0.0,,0.0,,No,,Male,67,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
4090,0.8504562045,treated,1.0,0.0,,0.0,,No,,Female,34,30-44,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
4092,0.3158250147,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4095,0.2666082875,control,0.0,0.0,0.0,,No,,No,Male,79,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4104,0.4110255889,treated,1.0,0.0,,0.0,,No,,Female,23,18-29,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
4107,0.8858256651,control,0.0,0.0,0.0,,No,,No,Male,72,60+,Less than HS,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
4111,0.5260297091,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
4113,0.5385097001,treated,1.0,0.0,,0.0,,No,,Male,41,30-44,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
4129,1.6264351668,treated,1.0,0.0,,0.0,,No,,Female,21,18-29,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
4131,0.7958686306,treated,1.0,0.0,,0.0,,No,,Male,36,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
4133,0.46500437,control,0.0,0.0,0.0,,No,,No,Female,74,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4134,1.1471933378,treated,1.0,0.0,,0.0,,No,,Female,43,30-44,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
4139,1.5342565911,treated,1.0,0.0,,0.0,,No,,Male,46,45-59,HS graduate or equivalent,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
4143,0.5349939673,treated,1.0,0.0,,0.0,,No,,Female,73,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4147,0.2141470294,control,0.0,0.0,0.0,,No,,No,Female,39,30-44,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4156,1.0139657297,control,0.0,0.0,0.0,,No,,No,Female,23,18-29,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
4160,0.8958879223,treated,1.0,0.0,,0.0,,No,,Male,26,18-29,Bachelor's degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
4161,1.1894260974,control,0.0,0.0,0.0,,No,,No,Male,88,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4165,1.7568647346,control,0.0,0.0,0.0,,No,,No,Female,55,45-59,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4170,0.5274135529,treated,1.0,0.0,,0.0,,No,,Female,49,45-59,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
4173,0.1841864194,control,0.0,0.0,0.0,,No,,No,Female,81,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4175,0.561471896,treated,1.0,0.0,,0.0,,No,,Female,75,60+,Some college/ associates degree,Lean Democrat,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
4176,0.3729479147,treated,1.0,0.0,,0.0,,No,,Female,54,45-59,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
4177,1.0918653859,treated,1.0,1.0,,1.0,,Yes,,Female,59,45-59,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4182,0.9425745882,treated,1.0,0.0,,0.0,,No,,Male,53,45-59,Less than HS,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
4192,1.0791991843,treated,1.0,0.0,,0.0,,No,,Female,46,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
4201,2.4463679724,treated,1.0,0.0,,0.0,,No,,Female,65,60+,HS graduate or equivalent,Don't Lean/Independent/None,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
4206,2.2308375243,control,0.0,0.0,0.0,,No,,No,Male,83,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4215,0.4472231755,treated,1.0,0.0,,0.0,,No,,Male,30,30-44,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4216,1.8613686617,treated,1.0,0.0,,0.0,,No,,Female,41,30-44,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4225,0.649754148,control,0.0,0.0,0.0,,No,,No,Female,30,30-44,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4230,1.3810216937,control,0.0,0.0,0.0,,No,,No,Female,72,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4239,1.0823256902,control,0.0,0.0,0.0,,No,,No,Female,42,30-44,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4251,0.6051963434,control,0.0,0.0,0.0,,No,,No,Female,71,60+,HS graduate or equivalent,Lean Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4252,2.6532927926,treated,1.0,0.0,,0.0,,No,,Female,56,45-59,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4256,0.0689905835,treated,1.0,0.0,,0.0,,No,,Female,45,45-59,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
4259,0.9200702955,control,0.0,0.0,0.0,,No,,No,Female,60,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
4262,0.7163136804,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Post grad study/professional degree,Democrat,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
4263,1.156402951,control,0.0,0.0,0.0,,No,,No,Female,29,18-29,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4266,1.4743026739,treated,1.0,0.0,,0.0,,No,,Male,61,60+,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4274,0.5352568479,treated,1.0,0.0,,0.0,,No,,Male,40,30-44,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4275,0.9015291341,treated,1.0,0.0,,0.0,,No,,Male,70,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
4278,0.185199301,treated,1.0,0.0,,0.0,,No,,Male,65,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
4289,0.7596000206,control,0.0,0.0,0.0,,No,,No,Female,65,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4293,0.408001624,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4301,0.4283642413,treated,1.0,0.0,,0.0,,No,,Male,30,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4306,0.7175098752,control,0.0,0.0,0.0,,No,,No,Male,70,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4310,1.7946909495,treated,1.0,0.0,,0.0,,No,,Male,70,60+,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
4316,1.9145487227,treated,1.0,0.0,,0.0,,No,,Female,50,45-59,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
4319,0.7192967011,control,0.0,0.0,0.0,,No,,No,Male,40,30-44,Post grad study/professional degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
4323,1.0691125265,treated,1.0,0.0,,0.0,,No,,Female,73,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
4327,2.1043923874,control,0.0,0.0,0.0,,No,,No,Female,76,60+,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4332,0.4590096246,control,0.0,0.0,0.0,,No,,No,Male,33,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
4337,1.0157769478,control,0.0,0.0,0.0,,No,,No,Male,71,60+,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
4340,0.326049642,control,0.0,0.0,0.0,,No,,No,Female,32,30-44,Some college/ associates degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
4345,1.0074405522,treated,1.0,0.0,,0.0,,No,,Female,46,45-59,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
4353,0.4209530724,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
4354,0.6422991084,treated,1.0,0.0,,0.0,,No,,Male,64,60+,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
4362,0.5303493844,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4373,0.3584113432,treated,1.0,0.0,,0.0,,No,,Male,24,18-29,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
4381,0.6682695372,treated,1.0,0.0,,0.0,,No,,Female,45,45-59,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
4390,0.628174343,control,0.0,0.0,0.0,,No,,No,Female,53,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
4391,0.1964103081,treated,1.0,0.0,,0.0,,No,,Female,77,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
4397,0.9121113336,treated,1.0,0.0,,0.0,,No,,Male,53,45-59,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
4403,0.0515954254,control,0.0,1.0,0.0,,No,,Yes,Male,51,45-59,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
4410,3.3197651488,control,0.0,0.0,0.0,,No,,No,Male,75,60+,HS graduate or equivalent,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
